Waiting for Blazegraph to finish starting up...
2024-10-28 09:35:17.175:INFO::main: Logging initialized @1962ms to org.eclipse.jetty.util.log.StdErrLog
2024-10-28 09:35:18.253:WARN:oejx.XmlConfiguration:main: Property 'jetty.port' is deprecated, use 'jetty.http.port' instead
2024-10-28 09:37:05.856:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Arithmetic scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Arithmetic.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Arithmetic.class
2024-10-28 09:37:05.857:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$26 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$26.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$26.class
2024-10-28 09:37:05.859:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$27 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$27.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$27.class
2024-10-28 09:37:05.859:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$28 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$28.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$28.class
2024-10-28 09:37:05.859:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$29 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$29.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$29.class
2024-10-28 09:37:05.860:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$3 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$3.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$3.class
2024-10-28 09:37:05.860:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$30 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$30.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$30.class
2024-10-28 09:37:05.885:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$31 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$31.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$31.class
2024-10-28 09:37:05.857:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Bessel scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Bessel.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Bessel.class
2024-10-28 09:37:05.888:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Complex scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Complex.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Complex.class
2024-10-28 09:37:05.888:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Constants scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Constants.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Constants.class
2024-10-28 09:37:05.888:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Elliptic scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Elliptic.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Elliptic.class
2024-10-28 09:37:05.889:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Exponential scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Exponential.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Exponential.class
2024-10-28 09:37:05.889:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.ExponentialIntegral scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/ExponentialIntegral.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/ExponentialIntegral.class
2024-10-28 09:37:05.889:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$1 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$1.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$1.class
2024-10-28 09:37:05.889:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$10 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$10.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$10.class
2024-10-28 09:37:05.889:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$32 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$32.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$32.class
2024-10-28 09:37:05.890:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$33 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$33.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$33.class
2024-10-28 09:37:05.890:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$11 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$11.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$11.class
2024-10-28 09:37:05.892:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$12 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$12.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$12.class
2024-10-28 09:37:05.892:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$13 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$13.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$13.class
2024-10-28 09:37:05.891:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$34 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$34.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$34.class
2024-10-28 09:37:05.941:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$35 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$35.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$35.class
2024-10-28 09:37:05.942:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$36 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$36.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$36.class
2024-10-28 09:37:05.942:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$37 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$37.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$37.class
2024-10-28 09:37:05.943:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$38 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$38.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$38.class
2024-10-28 09:37:05.943:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$39 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$39.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$39.class
2024-10-28 09:37:05.943:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$4 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$4.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$4.class
2024-10-28 09:37:05.943:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$40 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$40.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$40.class
2024-10-28 09:37:05.939:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$14 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$14.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$14.class
2024-10-28 09:37:05.945:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$15 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$15.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$15.class
2024-10-28 09:37:05.946:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$16 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$16.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$16.class
2024-10-28 09:37:05.946:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$17 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$17.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$17.class
2024-10-28 09:37:05.946:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$18 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$18.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$18.class
2024-10-28 09:37:05.950:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$19 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$19.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$19.class
2024-10-28 09:37:05.950:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$2 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$2.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$2.class
2024-10-28 09:37:05.949:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$41 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$41.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$41.class
2024-10-28 09:37:05.951:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$20 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$20.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$20.class
2024-10-28 09:37:05.952:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$42 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$42.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$42.class
2024-10-28 09:37:05.954:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$21 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$21.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$21.class
2024-10-28 09:37:05.956:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$22 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$22.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$22.class
2024-10-28 09:37:05.956:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$43 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$43.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$43.class
2024-10-28 09:37:05.957:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$23 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$23.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$23.class
2024-10-28 09:37:05.959:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$44 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$44.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$44.class
2024-10-28 09:37:05.961:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$45 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$45.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$45.class
2024-10-28 09:37:05.961:WARN:oeja.AnnotationParser:qtp692342133-17: cern.jet.math.Functions$24 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/Functions$24.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/colt-1.2.0.jar!/cern/jet/math/Functions$24.class
2024-10-28 09:37:05.963:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$46 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$46.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$46.class
2024-10-28 09:37:05.964:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$47 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$47.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$47.class
2024-10-28 09:37:05.965:WARN:oeja.AnnotationParser:qtp692342133-14: cern.jet.math.IntFunctions$48 scanned from multiple locations: jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/blazegraph-colt-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$48.class, jar:file:///tmp/jetty-0.0.0.0-8080-bigdata.war-_bigdata-any-2078496653384237459.dir/webapp/WEB-INF/lib/bigdata-runtime-2.1.5-SNAPSHOT.jar!/cern/jet/math/IntFunctions$48.class
